gxfrg007测试,#genre#
江苏卫视高清,http://live.tvfix.org/hls/jshd.m3u8
东方卫视高清,http://live.tvfix.org/hls/dfhd.m3u8
安徽卫视高清,http://live.tvfix.org/hls/ahhd.m3u8
黑龙江卫视高清,http://live.tvfix.org/hls/hljhd.m3u8
辽宁卫视高清,http://live.tvfix.org/hls/lnhd.m3u8
深圳卫视高清,http://live.tvfix.org/hls/szhd.m3u8
广东卫视高清,http://live.tvfix.org/hls/gdhd.m3u8
天津卫视高清,http://live.tvfix.org/hls/tjhd.m3u8
湖北卫视高清,http://live.tvfix.org/hls/hbhd.m3u8
山东卫视高清,http://live.tvfix.org/hls/sdhd.m3u8
重庆卫视高清,http://live.tvfix.org/hls/cqhd.m3u8
金鹰纪实高清,http://live.tvfix.org/hls/gedocu.m3u8
福建东南卫视高清,http://live.tvfix.org/hls/dnhd.m3u8
四川卫视高清,http://live.tvfix.org/hls/schd.m3u8
河北卫视高清,http://live.tvfix.org/hls/hebhd.m3u8
江西卫视高清,http://live.tvfix.org/hls/jxhd.m3u8
河南卫视高清,http://live.tvfix.org/hls/hnhd.m3u8
广西卫视高清,http://live.tvfix.org/hls/gxhd.m3u8
吉林卫视高清,http://live.tvfix.org/hls/jlhd.m3u8
中国教育电视台1高清,http://live.tvfix.org/hls/cetv1hd.m3u8
海南卫视高清,http://live.tvfix.org/hls/lyhd.m3u8
贵州卫视高清,http://live.tvfix.org/hls/gzhd.m3u8
 
tvfix地方频道,#genre#
北京文艺高清,http://live.tvfix.org/hls/brtv2hd.m3u8
北京科教高清,http://live.tvfix.org/hls/brtv3hd.m3u8
北京影视高清,http://live.tvfix.org/hls/brtv4hd.m3u8
北京财经高清,http://live.tvfix.org/hls/brtv5hd.m3u8
北京生活高清,http://live.tvfix.org/hls/brtv7hd.m3u8
北京青年高清,http://live.tvfix.org/hls/brtv8hd.m3u8
北京新闻高清,http://live.tvfix.org/hls/brtv9hd.m3u8
北京卡酷少儿高清,http://live.tvfix.org/hls/brtv10hd.m3u8
北京冬奥纪实高清,http://live.tvfix.org/hls/brtv11hd.m3u8
上海新闻综合高清,http://live.tvfix.org/hls/shxwzhhd.m3u8
上海东方影视高清,http://live.tvfix.org/hls/shdfyshd.m3u8
上海都市频道高清,http://live.tvfix.org/hls/shdspdhd.m3u8
上海外语频道高清,http://live.tvfix.org/hls/shwypdhd.m3u8
 
tvfix特色频道,#genre#
清华电视台,http://live.tvfix.org/hls/tsinghuatv.m3u8
五星体育高清,http://live.tvfix.org/hls/wxtyhd.m3u8
极速汽车高清,http://live.tvfix.org/hls/jsqchd.m3u8
劲爆体育高清,http://live.tvfix.org/hls/jbtyhd.m3u8
新视觉高清,http://live.tvfix.org/hls/xsjhd.m3u8
魅力足球高清,http://live.tvfix.org/hls/mlzqhd.m3u8
游戏风云高清,http://live.tvfix.org/hls/yxfyhd.m3u8
全纪实高清,http://live.tvfix.org/hls/qjshd.m3u8
纪实人文高清,http://live.tvfix.org/hls/docuchina.m3u8
CHC高清电影,http://live.tvfix.org/hls/chchd.m3u8
CHC家庭影院,http://live.tvfix.org/hls/chctv.m3u8
CHC动作电影,http://live.tvfix.org/hls/chcatv.m3u8
哈哈炫动高清,http://live.tvfix.org/hls/hhxdhd.m3u8
金鹰卡通高清,http://live.tvfix.org/hls/jykttv.m3u8
优漫卡通高清,http://live.tvfix.org/hls/ymkttv.m3u8
新动漫高清,http://live.tvfix.org/hls/xdmtv.m3u8
足球频道,http://live.tvfix.org/hls/zqhd.m3u8
探案剧场,http://live.tvfix.org/hls/tajctv.m3u8
 
tvfix其他标清,#genre#
CCTV-1综合,http://live.tvfix.org/hls/cctv1.m3u8
CCTV-2财经,http://live.tvfix.org/hls/cctv2.m3u8
CCTV-3综艺,http://live.tvfix.org/hls/cctv3.m3u8
CCTV-4中文国际,http://live.tvfix.org/hls/cctv4.m3u8
CCTV-5体育,http://live.tvfix.org/hls/cctv5.m3u8
CCTV-6电影,http://live.tvfix.org/hls/cctv6.m3u8
CCTV-7国防军事,http://live.tvfix.org/hls/cctv7.m3u8
CCTV-8电视剧,http://live.tvfix.org/hls/cctv8.m3u8
CCTV-9纪录,http://live.tvfix.org/hls/cctv9.m3u8
CCTV-10科教,http://live.tvfix.org/hls/cctv10.m3u8
CCTV-11戏曲,http://live.tvfix.org/hls/cctv11.m3u8
CCTV-12社会与法,http://live.tvfix.org/hls/cctv12.m3u8
CCTV-13新闻,http://live.tvfix.org/hls/cctv13.m3u8
CCTV-14少儿,http://live.tvfix.org/hls/cctv14.m3u8
CCTV-15音乐,http://live.tvfix.org/hls/cctv15.m3u8
CGTN,http://live.tvfix.org/hls/cctv16.m3u8
CCTV-17农业农村,http://live.tvfix.org/hls/cctv17.m3u8
文化精品,http://live.tvfix.org/hls/whjptv.m3u8
老故事,http://live.tvfix.org/hls/lgstv.m3u8
北京卫视,http://live.tvfix.org/hls/brtv1.m3u8
北京文艺,http://live.tvfix.org/hls/brtv2.m3u8
北京科教,http://live.tvfix.org/hls/brtv3.m3u8
北京影视,http://live.tvfix.org/hls/brtv4.m3u8
北京财经,http://live.tvfix.org/hls/brtv5.m3u8
北京生活,http://live.tvfix.org/hls/brtv7.m3u8
北京青年,http://live.tvfix.org/hls/brtv8.m3u8
北京新闻,http://live.tvfix.org/hls/brtv9.m3u8
北京卡酷少儿,http://live.tvfix.org/hls/brtv10.m3u8
北京冬奥纪实,http://live.tvfix.org/hls/brtv11.m3u8
浙江卫视,http://live.tvfix.org/hls/zjtv.m3u8
湖南卫视,http://live.tvfix.org/hls/hunantv.m3u8
江苏卫视,http://live.tvfix.org/hls/jstv.m3u8
东方卫视,http://live.tvfix.org/hls/dftv.m3u8
深圳卫视,http://live.tvfix.org/hls/sztv.m3u8
安徽卫视,http://live.tvfix.org/hls/ahtv.m3u8
河南卫视,http://live.tvfix.org/hls/hntv.m3u8
陕西卫视,http://live.tvfix.org/hls/sxtv.m3u8
吉林卫视,http://live.tvfix.org/hls/jltv.m3u8
广东卫视,http://live.tvfix.org/hls/gdtv.m3u8
山东卫视,http://live.tvfix.org/hls/sdtv.m3u8
湖北卫视,http://live.tvfix.org/hls/hbrtv.m3u8
河北卫视,http://live.tvfix.org/hls/hebrtv.m3u8
西藏卫视,http://live.tvfix.org/hls/xztv.m3u8
内蒙古卫视,http://live.tvfix.org/hls/nmtv.m3u8
青海卫视,http://live.tvfix.org/hls/qhtv.m3u8
四川卫视,http://live.tvfix.org/hls/sctv.m3u8
天津卫视,http://live.tvfix.org/hls/tjtv.m3u8
山西卫视,http://live.tvfix.org/hls/sxrtv.m3u8
辽宁卫视,http://live.tvfix.org/hls/lntv.m3u8
厦门卫视,http://live.tvfix.org/hls/xmtv.m3u8
新疆卫视,http://live.tvfix.org/hls/xjtv.m3u8
黑龙江卫视,http://live.tvfix.org/hls/hljtv.m3u8
云南卫视,http://live.tvfix.org/hls/yntv.m3u8
江西卫视,http://live.tvfix.org/hls/jxtv.m3u8
福建东南卫视,http://live.tvfix.org/hls/dntv.m3u8
贵州卫视,http://live.tvfix.org/hls/gztv.m3u8
宁夏卫视,http://live.tvfix.org/hls/nxtv.m3u8
甘肃卫视,http://live.tvfix.org/hls/gstv.m3u8
重庆卫视,http://live.tvfix.org/hls/cqtv.m3u8
兵团卫视,http://live.tvfix.org/hls/bttv.m3u8
延边卫视,http://live.tvfix.org/hls/ybrtv.m3u8
三沙卫视,http://live.tvfix.org/hls/sstv.m3u8
海南卫视,http://live.tvfix.org/hls/lytv.m3u8
辽宁影视剧,http://live.tvfix.org/hls/lnysjtv.m3u8
辽宁体育,http://live.tvfix.org/hls/lntytv.m3u8
中国教育电视台1,http://live.tvfix.org/hls/cetv1.m3u8
中国教育电视台3,http://live.tvfix.org/hls/cetv3.m3u8
中国教育电视台4,http://live.tvfix.org/hls/cetv4.m3u8
山东教育电视台,http://live.tvfix.org/hls/sdetv.m3u8
 
 
p8p测试,#genre#
鳳凰資訊台,p8p://45.92.126.18:9906/604354a700001c2706f579cae17a48f1.ts
鳳凰中文台,p8p://45.92.126.18:9906/604355380000ff4606f7b06cbafec3a5.ts
鳳凰香港,p8p://45.92.126.18:9906/604355eb000c9c6806fa6e9daf90ff12.ts	
澳門蓮花台,p8p://45.92.126.18:9906/613192f10005f0f11859aeaf78bfd050
VIU,p8p://45.92.126.18:9906/615ae21f000542fd04536e7d15caf57f
有線新聞,p8p://45.92.126.18:9906/60ed1721000502290f99063cfc1e9344
J5,p8p://45.92.126.18:9906/615ae1a3000287eb0451896b0c3da395
翡翠台,p8p://45.92.126.18:9906/615ae0360009eda6044bf987e8d620d7
TVB明珠,p8p://45.92.126.18:9906/615ae1300007f909044fc997428426ad
J2,p8p://45.92.126.18:9906/615ae0af000c0802044dd2b9392f9b13
无线新聞台,p8p://45.92.126.18:9906/615adefa000969a80447270684f41d26
TVB星河,p8p://45.92.126.18:19706/60463cd5000f308a087086672166e0af
VIU SIX,p8p://45.92.126.18:9906/6159c5d9000848ff19fce09318840f2c
有線財經台,p8p://45.92.126.18:9906/615cf3de000200420c68bfc0bce964e3
有線18台,p8p://45.92.126.18:9906/615cf3b20004e4390c68149d25db8dc8
有線603高清,p8p://45.92.126.18:9906/60ed1cd4000297a20faf48d5542663e4	
有線娛樂台,p8p://45.92.126.18:9906/615cf4490001e8c00c6a61b288746e22
HBO-HD,p8p://45.92.126.18:9906/604340b2000af04c06a787875d674b81
HBO原创,p8p://45.92.126.18:9906/604339520007991f068ab7ad0427275f
HBO Hits HD,p8p://45.92.126.18:9906/60442428000dc9020040224339113352
HBO 家庭,p8p://45.92.126.18:9906/610b3ea6000bd4a6041b158a2a02ace5
探索频道,p8p://45.92.126.18:9906/610b440f00018f2d04303511f19e7e5a
 
p8p测试2,#genre#
TVB·翡翠,p8p://45.92.126.18:19706/615ae0360009eda6044bf987e8d620d7
TVB·明珠,p8p://45.92.126.18:19706/615ae1300007f909044fc997428426ad
TVB·J2,p8p://45.92.126.18:19706/615ae0af000c0802044dd2b9392f9b13
TVB·无线新闻,p8p://45.92.126.18:19706/615adefa000969a80447270684f41d26
TVB·J5,p8p://45.92.126.18:19706/615ae1a3000287eb0451896b0c3da395
TVB·星河,p8p://45.92.126.18:19706/60463cd5000f308a087086672166e0af
有线新闻,p8p://45.92.126.18:19706/60ed1721000502290f99063cfc1e9344
有线财经,p8p://45.92.126.18:19706/615cf3de000200420c68bfc0bce964e3
有线18,p8p://45.92.126.18:19706/615cf3b20004e4390c68149d25db8dc8
有线603,p8p://45.92.126.18:19706/60ed1cd4000297a20faf
有线电影,p8p://45.92.126.18:19706/60693d0e000cf43215b666ef7701d76e
有线娱乐,p8p://45.92.126.18:19706/615cf4490001e8c00c6a61b288746e22
Sports Plus1,p8p://45.92.126.18:19706/615cf47c000780400c6b2a5874b20000
私人影院,p8p://45.92.126.18:19706/612b76530005bddc0079e572c66e5249
VIU,p8p://45.92.126.18:19706/615ae21f000542fd04536e7d15caf57f
VIU SIX,p8p://45.92.126.18:19706/6159c5d9000848ff19fce09318840f2c
 
p2p测试,#genre#
港台电视31,P2p://ns2.hellotvvod.com:9906/26306a6246814adbaec622fd114432ec.ts
港台電視32,P2p://ns2.hellotvvod.com:9906/dcd3e6336bec46168a990c3331cb8579.ts
香港開電視,P2p://ns2.hellotvvod.com:9906/ae5366f93aa942ddb49b19c9492f5d72.ts
﻿翡翠台(備),P2p://ns2.hellotvvod.com:9906/61ab74d2000c56d914e7a7702f0c341f.ts
J2,P2p://ns2.hellotvvod.com:9906/4b20b6d78e904b779ff16c0b10d6c3e4.ts
無綫新聞台(備),P2p://ns2.hellotvvod.com:9906/92b7235ae2a54766a2acb97e5f7a64ef.ts
無綫新聞台,P2p://ns2.hellotvvod.com:9906/977fac4b93af4ee0a190f38217d79e51.ts
無綫財經·資訊台,P2p://ns2.hellotvvod.com:9906/790b3d24875349d8b3118357cb9a5124.ts
ViuTVsix,P2p://ns2.hellotvvod.com:9906/0a2171b6dcd6420c98ccfb7c7f524504.ts
ViuTV,P2p://ns2.hellotvvod.com:9906/d7506148214e4b3fae543068f1701ff7.ts
鳳凰中文台,P2p://ns2.hellotvvod.com:9906/1cca583ce33142c9840bcf53b030e47c.ts
鳳凰資訊台,P2p://ns2.hellotvvod.com:9906/c94bbe8b3f9044eaa6ef8a2aaba873d4.ts
鳳凰香港台,P2p://ns2.hellotvvod.com:9906/1e2d62497f71486cb6f1d6bbe1bbdb4f.ts
TVB 星河,P2p://ns2.hellotvvod.com:9906/5f99a3cfce824f6da2fd0c3b6797428a.ts
陽光衛視,P2p://ns2.hellotvvod.com:9906/ff6e07bcb19740c4b360e3fa958a5f2c.ts
澳門-MACAU,P2p://ns2.hellotvvod.com:9906/ba43211992f348d6a8b07f1edb894c9b.ts
澳門蓮花,P2p://ns2.hellotvvod.com:9906/5a534ef41b9647c9aad8facdb5525a2a.ts
now新聞台,P2p://ns2.hellotvvod.com:9906/f228f98bc84245ce9b4870364b82b6da.ts
now直播台,P2p://ns2.hellotvvod.com:9906/185dbf64ed284733a132ae9ec355f263.ts
HKC電影台,P2p://ns2.hellotvvod.com:9906/6d83197a57a94c41848d3945e38a8607.ts
鳳凰電影台,P2p://ns2.hellotvvod.com:9906/06553799649b45619f5c5ff5467abe0e.ts
HKC新聞台,P2p://ns2.hellotvvod.com:9906/a8429ecad2e446e18c362b031e3d32bf.ts
HKC財經資訊台,P2p://ns2.hellotvvod.com:9906/94ecdbe381c54b58bcca74b7b88047a2.ts
HKC 18,P2p://ns2.hellotvvod.com:9906/36976aef6f4f4ab2aad06b8ece5aac54.ts
HKC 603,P2p://ns2.hellotvvod.com:9906/bc32fd90af7d4f4aaa3bd451d9199153.ts
HKC体育台,P2p://ns2.hellotvvod.com:9906/1f7426398b0248708172875db037edff.ts
HKC Sports Plus 1,P2p://ns2.hellotvvod.com:9906/947fa69d3ee7421f83b9aae7df4c846d.ts
HKC綜合娛樂台,P2p://ns2.hellotvvod.com:9906/a17643cfcae6400d8770e4b89958b706.ts
TVB娛樂新聞台,P2p://ns2.hellotvvod.com:9906/f500497b96b1458a8f9f5da38c6e02d7.ts
翡翠台,P2p://ns2.hellotvvod.com:9906/9e2a8fd74a5242f3b2e2621cb384ec84.ts
TVB經典台,P2p://ns2.hellotvvod.com:9906/1c0d8aefa5cd4d009cecff61ebc3e18b.ts
Thrill,P2p://ns2.hellotvvod.com:9906/70b676c4e0f9424991012e9bfcddd4e7.ts
明珠台,P2p://ns2.hellotvvod.com:9906/7a62960513a04dc18339caabbf644cd9.ts
HKC直播新聞台,P2p://ns2.hellotvvod.com:9906/eede001be16e4991843619bb8af3f840.ts
爆谷台,P2p://ns2.hellotvvod.com:9906/1d7e379fa2f04936b9d2dce207efb097.ts
美亞電影台(粵語),P2p://ns2.hellotvvod.com:9906/61b06b6e0007cf94284af7a725f14785.ts
民视,p2p://ns2.hellotvvod.com:9906/61a89cf60004570909cc7b9173f572f8.ts
人间卫视,p2p://ns2.hellotvvod.com:9906/eec8f95a22de4a0ea2907a53ad0e62d2.ts
台视,p2p://ns2.hellotvvod.com:9906/0cde14d20638479189443549d1b1005f.ts
大爱,p2p://ns2.hellotvvod.com:9906/47e0000522814c6aac7d54c8bec91445.ts
中视,p2p://ns2.hellotvvod.com:9906/21fe3c316a13445a8a5b1f4afd39a5b1.ts
霹雳台湾台,p2p://ns2.hellotvvod.com:9906/85d6caf44ce4449e8600dc86d1c7be21.ts
华视,p2p://ns2.hellotvvod.com:9906/fd73b217be314cf198807cc5d1d911b6.ts
公视,p2p://ns2.hellotvvod.com:9906/a1c2ecbcd3b64f3eb72ac9191b337cda.ts
公视台语台,p2p://ns2.hellotvvod.com:9906/cc76c2a0dc1f4fe0b4ca8f0c0f6e31d9.ts
好消息,p2p://ns2.hellotvvod.com:9906/7df332eeb26546bf94a972d4c2d1ad4e.ts
 
p5p测试,#genre#
翡翠台,p5p://45.92.126.18:9906/615ae0360009eda6044bf987e8d620d7
明珠台,p5p://45.92.126.18:9906/615ae1300007f909044fc997428426ad
J2,p5p://45.92.126.18:9906/615ae0af000c0802044dd2b9392f9b13
无线新闻台,p5p://45.92.126.18:9906/615adefa000969a80447270684f41d26
无线财经,p5p://45.92.126.18:9906/615ae1a3000287eb0451896b0c3da395
VIUTV,p5p://45.92.126.18:9906/615ae21f000542fd04536e7d15caf57f
VIUTV6,p5p://45.92.126.18:9906/6159c5d9000848ff19fce09318840f2c
私人影院,p5p://fccs.123178.top:9906/612b76530005bddc0079e572c66e5249
有线新闻台,p5p://45.92.126.18:9906/60ed1721000502290f99063cfc1e9344
有线财经资讯台,p5p://45.92.126.18:9906/615cf3de000200420c68bfc0bce964e3
有线娱乐台,p5p://45.92.126.18:9906/615cf4490001e8c00c6a61b288746e22
有线电影,p5p://fccs.123178.top:9906/60693d0e000cf43215b666ef7701d76e.ts
TVB星河,p5p://fccs.123178.top:9906/60463cd5000f308a087086672166e0af.ts
 
 
hkyoutv测试2,#genre#
翡翠台,https://cdn.hkyoutv.com/hls/81/index.m3u8
翡翠台(中英字幕),https://cdn.hkyoutv.com/hls/81b/index.m3u8  
J2台,https://cdn.hkyoutv.com/hls/82/index.m3u8
无线新闻台,https://cdn.hkyoutv.com/hls/83/index.m3u8
明珠台,https://cdn.hkyoutv.com/hls/84/index.m3u8
明珠台(粤语声道),https://cdn.hkyoutv.com/hls/84b/index.m3u8
无线财经台,https://cdn.hkyoutv.com/hls/85/index.m3u8
Viutv,https://cdn.hkyoutv.com/hls/99/index.m3u8
Viutv Six,https://cdn.hkyoutv.com/hls/96/index.m3u8
Viutv Six b,https://cdn.hkyoutv.com/hls/96b/index.m3u8
香港开电视,https://cdn.hkyoutv.com/hls/77/index.m3u8
香港国际财经台,https://cdn.hkyoutv.com/hls/76/index.m3u8
RHK31,https://cdn.hkyoutv.com/hls/31/index.m3u8
RHK32,https://cdn.hkyoutv.com/hls/32/index.m3u8
香港漫音,https://cdn.hkyoutv.com/hls/hkanime_song/index.m3u8
